source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
,"The last two years have been witness to calls for the socio-economic boycott of Muslims and there have even been open calls for their rape and genocide. | @Mahmudabad
https://t.co/9dbWB9Nte9",Pro OPP,,muslim,"['muslims', 'boycott', 'years']","[{'text': 'muslims', 'score': 0.5771}, {'text': 'boycott', 'score': 0.4035}, {'text': 'years', 'score': 0.0755}]",For ,Shows how communal hate is spreading and muslims are being threatened more and more everyday. 
,Hey @TheHarrisSultan - is this beheading an example of that imminent genocide of Muslims you say you're so worried about? https://t.co/JNtLbkMYR9,Pro Ruling,,muslim,"['muslims', 'beheading', 'worried']","[{'text': 'muslims', 'score': 0.6413}, {'text': 'beheading', 'score': 0.4766}, {'text': 'worried', 'score': 0.3086}]",,No context given of what beheading and why it was done. 
,"Instances of mob violence since May 23, 2019, where the mob belonged to the Muslim community. Just one month. https://t.co/xRSFefQz3z",Pro Ruling,,muslim,"['mob', 'muslim', 'month']","[{'text': 'mob', 'score': 0.5669}, {'text': 'muslim', 'score': 0.4251}, {'text': 'month', 'score': 0.2749}]",Against ,Shows how Muslims are violent and dangerous and prone to mob violence. 
,"Dr. Aarti Lalchandani refers COVID +ve Muslims as terrorists, Wants govt to send Jamatis to Jungle &amp; Jail instead of exhausting resources. She is the same lady who'd earlier alleged that Jamatis were spitting, misbehaving &amp; demanding Biryani. 
@DMKanpur
https://t.co/N05xM78D2p",Pro OPP,,muslim,"['muslims', 'dr', 'jungle']","[{'text': 'muslims', 'score': 0.5379}, {'text': 'dr', 'score': 0.2635}, {'text': 'jungle', 'score': 0.1457}]",For ,calls out the hate and discrimination Muslims face in India. seen as terrorists. 
,"Not even 1 attack against Muslims is reported .. fake news lies of @abcnews and @Shoaibdaniyal 
Shame on you both #auspol https://t.co/MC112oPC5E",Pro Ruling,,muslim,"['muslims', 'attack', 'reported']","[{'text': 'muslims', 'score': 0.5784}, {'text': 'attack', 'score': 0.3643}, {'text': 'reported', 'score': 0.3152}]",For ,Shows how big news channel refrain from reporting incidents of violent and hate against Muslims. 
,Mob Beats Muslim Bangle Seller In Indore; Minister Says Used Fake Name https://t.co/yH4TfHDZBK https://t.co/hxv99QzRoG,Pro OPP,,muslim,"['muslim', 'mob', 'fake']","[{'text': 'muslim', 'score': 0.432}, {'text': 'mob', 'score': 0.3537}, {'text': 'fake', 'score': 0.2834}]",For ,shows the brutality and torture muslim citizens face. 
,"This incident happened in India's capital, The accused who abused &amp;  threaten the Muslim shopkeeper of setting his shop on fire for opening it on the occasion of Diwali isn't arrested yet. How many mainstream News anchors had a debate/discussion on  this? 
https://t.co/be4jyDw2L9",Pro OPP,,muslim,"['muslim', 'arrested', 'shopkeeper']","[{'text': 'muslim', 'score': 0.4299}, {'text': 'arrested', 'score': 0.343}, {'text': 'shopkeeper', 'score': 0.2398}]",For ,Shows how big news channel refrain from reporting incidents of violent and hate against Muslims. 
,Response to Pakistan’s Pappu from an Indian Muslim….  Jai Hind https://t.co/887WNn8GDM,Pro Ruling,,muslim,"['pakistan', 'muslim', 'response']","[{'text': 'pakistan', 'score': 0.6564}, {'text': 'muslim', 'score': 0.6437}, {'text': 'response', 'score': 0.2323}]",For ,Shows Indian muslim as patriotic. 
,"97% Muslims voted in favor of the Muslim League for Pakistan Creation, but 50% of them chose to stay back Post Partition.

&amp; Irfan Habib calling us intolerant !!!!",Pro Ruling,,muslim,"['muslims', 'league', 'partition']","[{'text': 'muslims', 'score': 0.5684}, {'text': 'league', 'score': 0.1207}, {'text': 'partition', 'score': 0.0941}]",Against ,shows how Muslims wanted to leave India and yet stay here. 
,"Prashant Kishor on a PR drive, selling his Hindu-Muslim 70%-30% Bengal poll formula to journos, print &amp; TV, pushing the idea it’ll be a binary contest. It won’t. 

In a 4-cornered fight—TMC, BJP, Cong-Left &amp; AIMIM—Muslim votes will be cannibalised. PR goes that far, no further.",Pro Ruling,,muslim,"['votes', 'muslim', 'pushing']","[{'text': 'votes', 'score': 0.503}, {'text': 'muslim', 'score': 0.4577}, {'text': 'pushing', 'score': 0.2543}]",For ,Shows politics revolving around Hindu-muslim contestations. 
,"Appalled at the number of people calling #NarayanDabhadkar kaka’s sacrifice fake, just because of the @RSSorg connection. If his name was Nadeem Dastagir, they would be shouting from the rooftops about how a MUSLIM did this!",Pro Ruling,,muslim,"['muslim', 'fake', 'rssorg']","[{'text': 'muslim', 'score': 0.5328}, {'text': 'fake', 'score': 0.2641}, {'text': 'rssorg', 'score': 0.1667}]",Against ,shows how muslim achievement is over celebrated and Hindu's ignored. 
,"Muslim girl will never attend pr participate in ""Kanya Pujan"" why Hindu girls are being fooled to wear Hijab and eat ""iftari"" ... next steps would be to convert these girls in accepting Izlam ...

https://t.co/PCJ95M1rxw",Pro Ruling,,muslim,"['muslim', 'girls', 'iftari']","[{'text': 'muslim', 'score': 0.535}, {'text': 'girls', 'score': 0.2451}, {'text': 'iftari', 'score': 0.2006}]",Against ,shows how hindu girls are being brainwashed to accept hijab and other muslim practices. 
,India cracks down on Muslims under cover of coronavirus https://t.co/vtYnyXRfDf via @financialtimes,Pro OPP,,muslim,"['muslims', 'coronavirus', 'cracks']","[{'text': 'muslims', 'score': 0.4983}, {'text': 'coronavirus', 'score': 0.3706}, {'text': 'cracks', 'score': 0.1938}]",For ,shows the brutality and torture muslim citizens face. 
,"Spitting or no spitting,blowing or no blowing is immaterial!

2 relevant Q:

1.Did he take her family approval? 
2.If no,this attempt to normalise Islamic culture with non believers must be resisted! 

If Hindu celeb sprinkling GangaJal on a devout deceased Muslim be acceptable? https://t.co/5fRHXpz1ww",Pro Ruling,,muslim,"['muslim', 'sprinkling', 'immaterial']","[{'text': 'muslim', 'score': 0.5946}, {'text': 'sprinkling', 'score': 0.2032}, {'text': 'immaterial', 'score': 0.0644}]",For ,shows how Islam is not respected in india. 
,"Big News - Karnataka CM Basavaraj Bommai hiked reservation for Lingayat &amp; Vokkaliga communities by 2% each.

The quota was hiked by removing 4% Muslim reservation.

A section of Lingayat seers were threatening to protest &amp; contest as independents but now with this masterstroke… https://t.co/v0XqRhD96F",Pro Ruling,,muslim,"['reservation', 'muslim', 'threatening']","[{'text': 'reservation', 'score': 0.5107}, {'text': 'muslim', 'score': 0.3979}, {'text': 'threatening', 'score': 0.2268}]",For ,shows how muslim seats were strategically removed from govt. 
,"‘My birth is my fatal accident’.
Rohith Vemula’s profound words 
Being a Muslim and asking for your constitutional rights is a crime in New India. 
#StandWithUmarKhalid",Pro OPP,,muslim,"['muslim', 'accident', 'constitutional']","[{'text': 'muslim', 'score': 0.5905}, {'text': 'accident', 'score': 0.3334}, {'text': 'constitutional', 'score': 0.3211}]",For ,shows the brutality and torture muslim citizens face. 
,"Muslims in January 2020, Sikhs in January 2021. Same narrative. Same",Pro OPP,,muslim,"['muslims', '2020', 'narrative']","[{'text': 'muslims', 'score': 0.572}, {'text': '2020', 'score': 0.4638}, {'text': 'narrative', 'score': 0.2046}]",,No context given. what narrative? 
,"Karnataka, Mandya villagers protest after DC Ziyaullah allocates land to Muslim burial ground despite no Muslim population in 15 nearby villages: Reports

https://t.co/Q0Qfs9Lg1M",Pro Ruling,,muslim,"['muslim', 'protest', 'ground']","[{'text': 'muslim', 'score': 0.5092}, {'text': 'protest', 'score': 0.3969}, {'text': 'ground', 'score': 0.2858}]",Neutral ,"No stance being taken, news being delivered. "
,"""I belong to Congress party and I will only talk about our country, but you will talk about only Hindu-Muslim""! 

@atullondhe https://t.co/1FJXX7jOUH",Pro OPP,,muslim,"['muslim', 'talk', 'congress']","[{'text': 'muslim', 'score': 0.5718}, {'text': 'talk', 'score': 0.3505}, {'text': 'congress', 'score': 0.349}]",Neutral ,No stance taken on Muslims. stance taken on politics of (another party) revolving around communalism. 
,"Marrying non-Muslim is not allowed in Sharia, marry within the community: AIMPLB tells Muslims of India
https://t.co/KaSGT3fpMQ",Pro Ruling,,muslim,"['muslims', 'marrying', 'india']","[{'text': 'muslims', 'score': 0.6456}, {'text': 'marrying', 'score': 0.4885}, {'text': 'india', 'score': 0.3154}]",Neutral ,"No stance being taken, news being delivered. "
,Reports coming out from the different Hindu temple authorities in UK that the Muslims with their face covered r threatening them to publicly read statements as they want otherwise they will harm them. They r mobbing around temples &amp; hounding pujaris &amp; trying to extract statements https://t.co/mRqilUsNzv,Pro Ruling,,muslim,"['muslims', 'threatening', 'read']","[{'text': 'muslims', 'score': 0.5985}, {'text': 'threatening', 'score': 0.3296}, {'text': 'read', 'score': 0.3179}]",Against ,"shows muslims as violent, bullies and disrespectful. "
